"source_id","name","original_level","crop_type","seed_price","sale_price","base_yield","experience","growth_seconds","harvest_cycles","land_requirement","is_flower","hidden","vip_only","asset_status","asset_files","integration_policy"
"1040","蚕豆","52","1","2430","70","25","25","100800","2","0","false","false","false","partial","4","blocked-assets"
"1041","灯笼草","65","1","1900","90","42","32","151200","1","0","false","false","false","partial","4","blocked-assets"
"1042","西红花","58","1","5160","234","22","25","151200","2","0","true","false","false","partial","4","blocked-assets"
"1043","开心果","67","1","6000","300","28","35","277200","2","0","false","false","false","partial","4","blocked-assets"
"1044","女神果","14","1","2850","46","28","29","198000","4","0","false","false","false","partial","4","blocked-assets"
"1045","女神花","23","1","2025","46","30","20","115200","3","0","true","false","false","partial","4","blocked-assets"
"1046","赤豆","29","1","3000","55","22","20","72000","5","0","false","false","false","partial","4","blocked-assets"
"1047","四季櫻草","36","1","3650","49","29","18","111600","5","0","true","false","false","partial","4","blocked-assets"
"1048","蝴蝶树","100","1","140000","15500","4","100","324000","4","0","false","false","false","partial","5","blocked-assets"
"1050","海草","66","1","1960","93","40","32","151200","1","0","false","false","false","partial","5","blocked-assets"
"1052","猴面包树","9","1","2360","98","42","35","118800","1","0","false","false","false","partial","4","blocked-assets"
"1053","迷幻之香","75","1","1900","90","42","32","151200","6","0","false","false","false","partial","4","blocked-assets"
"1054","卡通：懒羊羊","20","1","3480","62","35","40","230400","3","0","false","false","true","partial","4","core-candidate"
"1055","学习之星","15","1","4000","100","24","27","111600","3","0","false","false","false","complete-six-files","6","core-candidate"
"1056","卡通：小灰灰","20","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1057","卡通：狸猫桃子","20","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1058","卡通：机器猫","20","1","3480","62","35","40","111600","3","0","false","false","true","partial","4","core-candidate"
"1063","水滴草莓","75","1","4980","155","62","29","180000","9","1","false","false","false","partial","5","blocked-assets"
"1064","姐妹花","60","1","6790","160","68","32","75600","9","1","true","false","false","partial","5","blocked-assets"
"1202","动感喜羊羊","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1203","动感灰太狼","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1204","动感老村长","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1205","动感红太狼","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1206","动感懒羊羊","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1207","动感美羊羊","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"1208","动感沸羊羊","31","1","2130","50","24","20","111600","3","0","false","false","true","partial","4","core-candidate"
"2001","圣诞老人卡","0","11","125","20","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2002","圣诞树卡","0","11","125","10","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2003","元旦卡","0","11","125","25","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2004","雪人卡","0","11","125","15","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2005","驯鹿卡","0","11","125","10","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2006","爆竹卡","0","11","125","10","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2007","春节卡","0","11","125","20","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
"2008","兔兔卡","0","11","125","10","1","18","46800","1","0","false","false","false","missing","0","blocked-assets"
